,customer_id,subscriber_id,tariff_model,arpa_2024,arpa_2023,revenue_2023,revenue_2024,active_discount,data_usage_(MB),voice_usage,roaming_usage,sms_usage,roaming_option_flag,roaming_option_potential,contract,duration_Type,fees_to_charge,contract_start_date,tariff_model_price,price_overshoot,oib,old
5030,117,11749,xl,96.96,70.2,842.4000000000001,1163.52,1.75,4008,173,216,503,Y,81,Y,12,4,1.2.2024,65,0.49169230769230765,19625006447,11749
5031,117,11747,s,20.12,19.2,230.39999999999998,241.44,5.5,4674,3316,229,909,Y,36,Y,24,18,1.2.2024,15,0.3413333333333335,19625006447,11747
5032,117,11716,s,19.6,15.48,185.76,235.20000000000002,16.32,7522,683,326,51,Y,10,Y,12,4,1.2.2024,15,0.30666666666666687,19625006447,11716
5033,117,11723,m,21.05,22.54,270.48,252.60000000000002,10.67,7511,312,72,631,Y,26,N,24,12,1.2.2024,25,-0.15799999999999992,19625006447,11723
5034,117,11764,m,31.36,35.8,429.59999999999997,376.32,16.21,2640,4368,332,908,N,34,Y,6,22,1.2.2024,25,0.25439999999999996,19625006447,11764
5035,117,11732,s,15.21,14.06,168.72,182.52,7.99,4935,1541,167,192,Y,31,N,12,1,1.2.2024,15,0.014000000000000012,19625006447,11732
5036,117,11725,s,21.41,22.01,264.12,256.92,23.21,1136,1589,290,565,N,42,N,6,22,1.2.2024,15,0.42733333333333334,19625006447,11725
5037,117,11708,l,54.88,34.62,415.43999999999994,658.5600000000001,13.99,2187,2625,58,624,N,30,Y,12,9,1.2.2024,40,0.3720000000000001,19625006447,11708
5038,117,11742,xl,70.35,95.94,1151.28,844.1999999999999,19.7,5905,2275,278,839,N,39,N,12,20,1.2.2024,65,0.08230769230769219,19625006447,11742
5039,117,11713,s,13.41,22.34,268.08,160.92000000000002,0.41,7388,2752,61,123,Y,29,N,24,13,1.2.2024,15,-0.10599999999999998,19625006447,11713
5040,117,11711,xl,70.54,78.56,942.72,846.48,3.97,5178,2468,426,836,Y,32,Y,12,3,1.2.2024,65,0.08523076923076922,19625006447,11711
5041,117,11726,xl,78.94,85.24,1022.8799999999999,947.28,16.33,3250,2838,321,677,N,98,N,12,6,1.2.2024,65,0.21446153846153848,19625006447,11726
5042,117,11710,m,31.67,33.6,403.20000000000005,380.04,7.46,9752,3777,54,493,N,5,N,24,8,1.2.2024,25,0.26680000000000015,19625006447,11710
5043,117,11773,s,19.61,18.78,225.36,235.32,9.83,6856,1991,121,966,Y,93,Y,12,14,1.2.2024,15,0.30733333333333324,19625006447,11773
5044,117,11757,m,20.22,25.11,301.32,242.64,23.93,5864,2907,340,905,N,16,Y,6,6,1.2.2024,25,-0.19120000000000004,19625006447,11757
5045,117,11774,s,21.7,20.03,240.36,260.4,2.86,8714,2649,201,794,N,56,Y,12,15,1.2.2024,15,0.44666666666666655,19625006447,11774
5046,267,26729,m,31.06,36.78,441.36,372.71999999999997,13.91,4381,2637,138,512,Y,29,Y,12,15,1.2.2024,25,0.24239999999999995,16107276270,26729
5047,267,26736,m,28.84,21.93,263.15999999999997,346.08,2.1,5774,673,318,675,Y,20,N,24,13,1.2.2024,25,0.15359999999999996,16107276270,26736
5048,267,26742,s,16.99,14.87,178.44,203.88,10.46,4717,1109,265,485,N,34,Y,24,13,1.2.2024,15,0.1326666666666665,16107276270,26742
5049,267,26705,l,36.72,34.07,408.84000000000003,440.64,19.98,6815,4014,312,826,Y,90,N,24,14,1.2.2024,40,-0.08200000000000007,16107276270,26705
5050,267,26713,m,25.31,21.23,254.76,303.71999999999997,13.59,7588,2907,246,485,N,66,N,6,23,1.2.2024,25,0.012399999999999967,16107276270,26713
5051,267,26719,m,28.9,35.81,429.72,346.79999999999995,19.01,2252,4287,46,277,Y,39,N,12,17,1.2.2024,25,0.15599999999999992,16107276270,26719
5052,267,26755,s,20.42,12.02,144.24,245.04000000000002,8.31,6895,1757,126,286,Y,47,Y,24,15,1.2.2024,15,0.3613333333333335,16107276270,26755
5053,267,26733,xl,81.42,71.71,860.52,977.04,24.62,3213,2379,148,214,N,81,Y,24,3,1.2.2024,65,0.2526153846153847,16107276270,26733
5054,267,26723,s,19.41,15.3,183.60000000000002,232.92000000000002,14.0,3416,4942,262,478,N,83,Y,12,6,1.2.2024,15,0.29400000000000004,16107276270,26723
5055,267,26735,s,18.27,15.12,181.44,219.24,24.81,7808,2632,378,56,N,8,Y,12,13,1.2.2024,15,0.21799999999999997,16107276270,26735
5056,267,26734,m,29.01,25.0,300.0,348.12,19.9,3985,4536,86,350,Y,90,Y,24,24,1.2.2024,25,0.1604000000000001,16107276270,26734
5057,267,26760,l,51.25,52.9,634.8,615.0,2.06,689,1204,422,388,Y,83,N,12,12,1.2.2024,40,0.28125,16107276270,26760
5058,267,26747,s,20.68,19.26,231.12,248.16,21.97,3360,2744,486,353,Y,38,N,12,13,1.2.2024,15,0.3786666666666667,16107276270,26747
5059,267,26749,s,13.63,18.65,223.79999999999998,163.56,0.31,9444,3725,220,130,Y,10,N,24,24,1.2.2024,15,-0.09133333333333327,16107276270,26749
5060,267,26706,m,25.23,37.23,446.76,302.76,5.09,946,2804,332,938,Y,65,N,24,20,1.2.2024,25,0.009200000000000097,16107276270,26706
5061,267,26700,s,13.55,15.8,189.60000000000002,162.60000000000002,18.24,2313,2047,443,506,N,21,N,24,6,1.2.2024,15,-0.09666666666666657,16107276270,26700
5062,267,26710,l,51.32,46.68,560.16,615.84,17.66,6221,547,355,208,N,41,N,24,8,1.2.2024,40,0.2829999999999999,16107276270,26710
5063,267,26727,l,46.81,53.77,645.24,561.72,19.97,3720,3628,466,374,Y,16,Y,6,24,1.2.2024,40,0.17025,16107276270,26727
5064,267,26764,m,32.85,31.33,375.96,394.20000000000005,6.69,5946,1067,472,971,N,30,Y,24,23,1.2.2024,25,0.31400000000000006,16107276270,26764
5065,267,26715,s,21.19,17.21,206.52,254.28000000000003,1.01,5884,2332,461,442,Y,53,N,24,8,1.2.2024,15,0.41266666666666674,16107276270,26715
5066,267,26751,m,26.76,23.86,286.32,321.12,17.28,4475,4877,211,211,N,36,N,24,6,1.2.2024,25,0.07040000000000002,16107276270,26751
5067,267,26740,xl,75.63,71.5,858.0,907.56,11.29,2449,4996,44,104,N,91,Y,24,19,1.2.2024,65,0.1635384615384614,16107276270,26740
5068,267,26741,m,37.47,33.46,401.52,449.64,23.65,7742,2629,449,977,Y,17,N,24,13,1.2.2024,25,0.4987999999999999,16107276270,26741
5069,267,26722,s,19.66,16.8,201.60000000000002,235.92000000000002,18.11,6157,3351,193,705,N,58,Y,12,17,1.2.2024,15,0.31066666666666665,16107276270,26722
5070,267,26701,l,37.63,58.56,702.72,451.56000000000006,6.92,8552,2845,134,850,N,90,N,12,17,1.2.2024,40,-0.059249999999999914,16107276270,26701
5071,267,26707,l,50.56,42.01,504.12,606.72,17.23,8235,2507,263,999,N,79,N,6,17,1.2.2024,40,0.264,16107276270,26707
5072,267,26757,s,17.27,21.46,257.52,207.24,0.29,5649,1205,22,412,Y,2,Y,6,1,1.2.2024,15,0.15133333333333332,16107276270,26757
5073,267,26712,m,27.4,36.86,442.32,328.79999999999995,23.74,8135,4147,406,508,N,77,N,12,12,1.2.2024,25,0.09599999999999986,16107276270,26712
5074,267,26752,l,41.63,40.92,491.04,499.56000000000006,9.89,8881,4901,10,74,N,20,N,24,12,1.2.2024,40,0.040750000000000064,16107276270,26752
5075,267,26739,xl,55.47,76.97,923.64,665.64,2.48,1411,1598,442,213,N,25,N,6,23,1.2.2024,65,-0.1466153846153846,16107276270,26739
5076,267,26746,m,21.05,36.21,434.52,252.60000000000002,22.17,4960,4760,306,482,N,72,N,12,14,1.2.2024,25,-0.15799999999999992,16107276270,26746
5077,267,26745,xl,68.74,61.21,734.52,824.8799999999999,15.62,1102,3492,252,687,Y,58,Y,6,20,1.2.2024,65,0.05753846153846154,16107276270,26745
5078,267,26724,s,16.31,22.08,264.96,195.71999999999997,8.31,2749,3819,235,243,Y,54,Y,24,1,1.2.2024,15,0.08733333333333326,16107276270,26724
5079,267,26704,m,26.24,33.79,405.48,314.88,5.31,5772,2995,300,151,N,44,N,24,11,1.2.2024,25,0.049599999999999866,16107276270,26704
5080,267,26731,xl,96.41,92.19,1106.28,1156.92,12.63,2118,1344,328,413,N,61,N,24,4,1.2.2024,65,0.48323076923076913,16107276270,26731
5081,267,26721,l,43.5,48.0,576.0,522.0,6.3,9154,3422,66,794,N,79,Y,24,9,1.2.2024,40,0.08749999999999991,16107276270,26721
5082,267,26730,xl,97.2,78.03,936.36,1166.4,2.99,4104,1491,136,706,N,92,Y,12,22,1.2.2024,65,0.49538461538461553,16107276270,26730
5083,267,26702,s,17.12,13.67,164.04,205.44,0.57,7939,4279,466,321,N,16,N,6,11,1.2.2024,15,0.1413333333333333,16107276270,26702
5084,267,26728,xl,53.11,78.2,938.4000000000001,637.3199999999999,2.11,7318,3870,96,631,N,94,N,6,1,1.2.2024,65,-0.18292307692307697,16107276270,26728
5085,267,26720,m,37.26,34.58,414.96,447.12,21.29,4798,4726,207,638,Y,98,Y,12,14,1.2.2024,25,0.49039999999999995,16107276270,26720
5086,267,26709,s,18.65,15.62,187.44,223.79999999999998,9.93,5510,4787,35,51,Y,42,N,24,13,1.2.2024,15,0.24333333333333318,16107276270,26709
5087,267,26744,l,56.8,57.66,691.92,681.5999999999999,10.02,6349,2472,109,494,Y,90,N,24,18,1.2.2024,40,0.41999999999999993,16107276270,26744
5088,267,26761,m,27.78,29.26,351.12,333.36,19.69,2564,2116,402,392,Y,98,Y,12,11,1.2.2024,25,0.11119999999999997,16107276270,26761
5089,267,26717,l,42.85,52.17,626.04,514.2,12.59,3926,3492,124,648,N,39,N,12,0,1.2.2024,40,0.07125000000000004,16107276270,26717
5090,267,26748,xl,54.35,92.48,1109.76,652.2,10.08,7822,2127,331,242,N,51,N,6,15,1.2.2024,65,-0.16384615384615386,16107276270,26748
5091,267,26753,s,15.77,14.56,174.72,189.24,3.47,6619,1150,321,854,N,9,N,12,5,1.2.2024,15,0.05133333333333323,16107276270,26753
5092,267,26756,l,45.29,32.75,393.0,543.48,7.42,2213,2048,325,875,Y,58,N,6,4,1.2.2024,40,0.13224999999999998,16107276270,26756
5093,267,26743,l,54.37,44.06,528.72,652.4399999999999,2.58,2756,2440,472,792,Y,91,Y,24,12,1.2.2024,40,0.35924999999999985,16107276270,26743
5094,267,26703,l,51.08,52.94,635.28,612.96,13.68,2365,2409,313,526,N,2,N,24,7,1.2.2024,40,0.2769999999999999,16107276270,26703
5095,267,26708,l,47.47,46.47,557.64,569.64,15.26,4777,4051,472,104,Y,8,Y,12,7,1.2.2024,40,0.18674999999999997,16107276270,26708
5096,267,26711,s,17.53,21.42,257.04,210.36,13.71,1681,1596,452,53,N,82,N,12,22,1.2.2024,15,0.16866666666666674,16107276270,26711
5097,267,26726,m,31.46,23.98,287.76,377.52,7.17,3621,3955,284,57,N,6,Y,24,21,1.2.2024,25,0.25839999999999996,16107276270,26726
5098,267,26737,s,13.05,14.59,175.07999999999998,156.60000000000002,15.12,4723,3076,173,426,N,53,N,12,12,1.2.2024,15,-0.13,16107276270,26737
5099,267,26718,s,18.4,12.47,149.64000000000001,220.79999999999998,21.41,6627,3249,211,522,N,65,Y,6,22,1.2.2024,15,0.22666666666666657,16107276270,26718
5100,267,26759,xl,97.11,90.78,1089.3600000000001,1165.32,3.48,6949,4178,298,755,Y,24,N,12,4,1.2.2024,65,0.494,16107276270,26759
5101,267,26716,m,27.86,23.61,283.32,334.32,24.97,2063,3825,499,762,N,82,Y,12,15,1.2.2024,25,0.11440000000000006,16107276270,26716
5102,267,26758,l,44.05,44.87,538.4399999999999,528.5999999999999,9.31,6081,1691,277,229,N,37,N,12,9,1.2.2024,40,0.10124999999999984,16107276270,26758
5103,267,26754,s,18.96,16.04,192.48,227.52,17.51,5553,3384,2,647,Y,62,N,6,23,1.2.2024,15,0.264,16107276270,26754
5104,267,26725,l,47.77,38.87,466.43999999999994,573.24,5.06,8055,2562,238,940,N,7,N,24,6,1.2.2024,40,0.19425000000000003,16107276270,26725
5105,267,26762,s,16.61,12.98,155.76,199.32,11.96,1631,268,455,348,N,99,Y,24,15,1.2.2024,15,0.10733333333333328,16107276270,26762
5106,267,26763,m,36.19,21.68,260.15999999999997,434.28,12.24,7888,4921,139,66,Y,15,Y,6,23,1.2.2024,25,0.4476,16107276270,26763
5107,267,26714,l,51.4,35.33,423.96,616.8,3.85,1873,459,155,803,Y,5,N,6,2,1.2.2024,40,0.2849999999999999,16107276270,26714
5108,267,26750,xl,68.55,71.01,852.1200000000001,822.5999999999999,11.17,582,4912,30,691,N,19,Y,12,23,1.2.2024,65,0.05461538461538451,16107276270,26750
5109,267,26732,m,35.65,26.88,322.56,427.79999999999995,22.83,6403,3882,264,405,N,33,Y,12,12,1.2.2024,25,0.42599999999999993,16107276270,26732
5110,267,26738,m,28.67,27.2,326.4,344.04,21.48,9369,4624,187,689,Y,36,N,12,7,1.2.2024,25,0.14680000000000004,16107276270,26738
5111,222,22215,xl,80.42,91.46,1097.52,965.04,22.41,4934,2814,361,553,Y,71,N,6,0,1.2.2024,65,0.23723076923076936,73222432084,22215
5112,222,22209,m,36.79,23.15,277.79999999999995,441.48,21.03,5825,3302,295,59,Y,83,N,6,23,1.2.2024,25,0.4716,73222432084,22209
5113,222,22202,m,29.36,34.13,409.56000000000006,352.32,6.37,4333,2109,119,720,Y,75,Y,6,10,1.2.2024,25,0.1743999999999999,73222432084,22202
5114,222,22216,l,36.89,37.09,445.08000000000004,442.68,8.74,8059,1627,34,722,N,73,Y,24,6,1.2.2024,40,-0.07774999999999999,73222432084,22216
5115,222,22201,s,18.5,17.17,206.04000000000002,222.0,2.15,4300,1689,255,585,N,88,N,12,22,1.2.2024,15,0.2333333333333334,73222432084,22201
5116,222,22231,m,27.03,28.15,337.79999999999995,324.36,13.83,5197,1144,30,158,N,9,N,12,17,1.2.2024,25,0.08119999999999994,73222432084,22231
5117,222,22222,m,31.87,35.44,425.28,382.44,12.48,4969,3315,90,360,N,62,N,12,14,1.2.2024,25,0.27479999999999993,73222432084,22222
5118,222,22214,s,12.6,14.63,175.56,151.2,15.03,6061,1527,482,362,Y,94,Y,12,7,1.2.2024,15,-0.16000000000000003,73222432084,22214
5119,222,22205,s,15.58,20.58,246.95999999999998,186.96,24.03,9962,4641,174,795,Y,74,N,12,17,1.2.2024,15,0.03866666666666663,73222432084,22205
5120,222,22210,xl,78.98,89.13,1069.56,947.76,1.93,5351,4165,352,546,N,35,Y,6,20,1.2.2024,65,0.21507692307692317,73222432084,22210
5121,222,22204,m,24.81,32.48,389.76,297.71999999999997,19.55,3010,3498,1,653,Y,10,Y,12,17,1.2.2024,25,-0.007600000000000051,73222432084,22204
5122,222,22212,xl,76.07,91.24,1094.8799999999999,912.8399999999999,18.55,5196,857,431,804,N,57,N,6,9,1.2.2024,65,0.17030769230769227,73222432084,22212
5123,222,22232,xl,75.04,85.08,1020.96,900.48,3.27,1479,686,187,539,Y,43,Y,12,12,1.2.2024,65,0.15446153846153865,73222432084,22232
5124,222,22203,xl,77.16,59.71,716.52,925.92,12.62,1419,4085,494,689,Y,84,N,6,4,1.2.2024,65,0.18707692307692292,73222432084,22203
5125,222,22237,l,59.46,55.28,663.36,713.52,18.48,2763,3616,410,62,Y,55,Y,12,22,1.2.2024,40,0.48649999999999993,73222432084,22237
5126,222,22226,l,53.88,38.54,462.48,646.5600000000001,19.34,6816,1787,452,476,Y,36,Y,12,8,1.2.2024,40,0.347,73222432084,22226
5127,222,22235,l,44.34,48.25,579.0,532.08,16.15,9019,2731,94,352,N,83,Y,6,5,1.2.2024,40,0.10850000000000004,73222432084,22235
5128,222,22206,s,17.6,12.44,149.28,211.20000000000002,4.03,7257,2819,377,112,Y,79,N,24,13,1.2.2024,15,0.17333333333333334,73222432084,22206
5129,222,22234,l,51.98,59.78,717.36,623.76,14.16,5790,1038,174,529,N,25,Y,6,11,1.2.2024,40,0.2994999999999999,73222432084,22234
5130,222,22225,l,32.08,50.0,600.0,384.96,2.52,9425,2407,279,434,N,16,Y,24,0,1.2.2024,40,-0.19800000000000006,73222432084,22225
5131,222,22220,s,16.2,18.49,221.88,194.39999999999998,9.8,4925,1043,282,238,N,82,Y,24,12,1.2.2024,15,0.07999999999999985,73222432084,22220
5132,222,22213,xl,66.52,86.38,1036.56,798.24,4.34,2343,3690,499,826,Y,56,Y,6,11,1.2.2024,65,0.023384615384615337,73222432084,22213
5133,222,22217,l,51.9,54.35,652.2,622.8,2.13,2426,3716,453,68,Y,82,N,6,10,1.2.2024,40,0.2974999999999999,73222432084,22217
5134,222,22219,l,36.71,49.56,594.72,440.52,13.35,8162,3605,352,963,Y,67,N,6,16,1.2.2024,40,-0.08224999999999993,73222432084,22219
5135,222,22224,xl,96.63,97.06,1164.72,1159.56,8.48,5579,937,206,410,N,82,Y,12,9,1.2.2024,65,0.48661538461538445,73222432084,22224
5136,222,22223,s,20.64,12.22,146.64000000000001,247.68,17.41,6089,1327,188,528,Y,9,N,6,1,1.2.2024,15,0.3760000000000001,73222432084,22223
5137,222,22211,l,53.78,39.87,478.43999999999994,645.36,15.2,9220,3329,251,448,N,7,Y,24,1,1.2.2024,40,0.34450000000000003,73222432084,22211
5138,222,22218,l,59.95,34.68,416.15999999999997,719.4000000000001,4.01,5892,3455,225,308,Y,77,N,24,5,1.2.2024,40,0.49875,73222432084,22218
5139,222,22230,xl,97.23,54.17,650.04,1166.76,9.34,1821,3121,71,954,Y,94,N,6,6,1.2.2024,65,0.4958461538461538,73222432084,22230
5140,222,22227,m,36.47,21.6,259.20000000000005,437.64,7.63,7375,4421,275,899,N,70,Y,6,2,1.2.2024,25,0.4587999999999999,73222432084,22227
5141,222,22233,m,21.84,22.77,273.24,262.08,8.29,7527,2058,191,439,Y,67,Y,12,15,1.2.2024,25,-0.12639999999999996,73222432084,22233
5142,222,22207,l,41.81,56.94,683.28,501.72,13.86,1284,2161,416,589,Y,18,Y,6,0,1.2.2024,40,0.04525000000000001,73222432084,22207
5143,222,22228,l,54.89,59.94,719.28,658.6800000000001,10.67,2941,4665,434,453,N,84,Y,6,6,1.2.2024,40,0.37224999999999997,73222432084,22228
5144,222,22236,m,31.66,29.31,351.71999999999997,379.92,11.53,1679,3421,138,448,N,67,N,24,19,1.2.2024,25,0.26639999999999997,73222432084,22236
5145,222,22229,xl,53.22,68.41,820.92,638.64,23.89,4043,1151,26,133,Y,17,Y,6,11,1.2.2024,65,-0.1812307692307692,73222432084,22229
5146,222,22221,xl,93.45,79.97,959.64,1121.4,3.24,988,2876,279,181,Y,17,N,24,10,1.2.2024,65,0.4376923076923078,73222432084,22221
5147,222,22208,m,21.34,25.3,303.6,256.08,24.66,5302,2143,6,559,Y,57,Y,6,11,1.2.2024,25,-0.14639999999999997,73222432084,22208
5148,222,22200,m,36.93,21.92,263.04,443.15999999999997,10.79,5587,3931,188,288,N,98,Y,24,4,1.2.2024,25,0.47720000000000007,73222432084,22200
5149,376,37603,l,42.15,51.39,616.6800000000001,505.79999999999995,23.84,2417,2388,440,750,N,5,Y,12,22,1.2.2024,40,0.053749999999999964,79960810884,37603
5150,376,37602,s,14.43,13.57,162.84,173.16,19.37,9891,1966,4,441,N,45,Y,6,11,1.2.2024,15,-0.038000000000000034,79960810884,37602
5151,376,37621,m,27.63,32.48,389.76,331.56,18.76,1442,3836,207,899,Y,33,N,12,6,1.2.2024,25,0.10519999999999996,79960810884,37621
5152,376,37601,l,52.55,41.05,492.59999999999997,630.5999999999999,15.9,4862,4419,362,763,Y,33,Y,12,21,1.2.2024,40,0.31375,79960810884,37601
5153,376,37616,s,16.64,19.1,229.20000000000002,199.68,11.98,6836,437,499,588,Y,68,N,12,24,1.2.2024,15,0.10933333333333328,79960810884,37616
5154,376,37646,s,22.47,16.21,194.52,269.64,17.2,6149,3759,81,69,Y,5,N,12,12,1.2.2024,15,0.498,79960810884,37646
5155,376,37654,l,33.99,42.26,507.12,407.88,6.86,776,267,338,555,Y,32,N,6,16,1.2.2024,40,-0.15025,79960810884,37654
5156,376,37632,l,39.97,44.39,532.6800000000001,479.64,6.72,5722,837,108,99,N,86,Y,12,5,1.2.2024,40,-0.0007500000000000284,79960810884,37632
5157,376,37647,l,33.58,41.87,502.43999999999994,402.96,2.21,7193,4904,0,457,N,65,N,12,7,1.2.2024,40,-0.1605000000000001,79960810884,37647
5158,376,37652,l,42.83,57.64,691.6800000000001,513.96,10.04,3679,3877,127,742,Y,76,Y,6,24,1.2.2024,40,0.07074999999999987,79960810884,37652
5159,376,37624,m,30.35,26.08,312.96,364.20000000000005,18.8,9431,4655,135,221,Y,30,Y,24,20,1.2.2024,25,0.21399999999999997,79960810884,37624
5160,376,37622,s,12.73,18.85,226.20000000000002,152.76,19.79,4122,502,98,988,Y,67,Y,6,20,1.2.2024,15,-0.15133333333333332,79960810884,37622
5161,376,37625,l,58.93,35.72,428.64,707.16,21.85,6122,1347,117,456,Y,56,N,24,16,1.2.2024,40,0.47324999999999995,79960810884,37625
5162,376,37657,xl,69.0,77.16,925.92,828.0,4.67,9602,4156,319,483,Y,10,N,24,0,1.2.2024,65,0.06153846153846154,79960810884,37657
5163,376,37639,l,49.06,35.09,421.08000000000004,588.72,17.95,7558,3880,227,560,Y,11,Y,12,8,1.2.2024,40,0.22650000000000015,79960810884,37639
5164,376,37612,m,34.72,33.87,406.43999999999994,416.64,13.85,4790,2427,460,382,N,84,N,6,13,1.2.2024,25,0.38880000000000003,79960810884,37612
5165,376,37605,xl,81.13,88.84,1066.08,973.56,21.71,5135,1258,140,427,Y,4,N,24,23,1.2.2024,65,0.24815384615384617,79960810884,37605
5166,376,37653,m,20.23,28.31,339.71999999999997,242.76,4.69,7060,4212,142,566,N,28,Y,24,6,1.2.2024,25,-0.19079999999999997,79960810884,37653
5167,376,37618,s,12.54,21.08,252.95999999999998,150.48,17.71,6857,2157,175,107,N,4,N,12,21,1.2.2024,15,-0.16400000000000003,79960810884,37618
5168,376,37631,s,13.65,22.3,267.6,163.8,19.63,1792,4694,369,798,N,48,Y,24,10,1.2.2024,15,-0.08999999999999997,79960810884,37631
5169,376,37633,s,15.01,17.78,213.36,180.12,3.08,4499,3811,113,681,N,81,Y,24,15,1.2.2024,15,0.0006666666666665932,79960810884,37633
5170,376,37655,xl,84.17,82.6,991.1999999999999,1010.04,13.92,9503,2517,292,700,Y,50,N,6,23,1.2.2024,65,0.29492307692307684,79960810884,37655
5171,376,37637,xl,73.9,64.14,769.6800000000001,886.8000000000001,8.47,2385,701,342,994,N,82,N,6,0,1.2.2024,65,0.13692307692307693,79960810884,37637
5172,376,37630,l,32.09,42.01,504.12,385.08000000000004,4.41,2481,3750,124,964,Y,17,Y,24,12,1.2.2024,40,-0.19774999999999987,79960810884,37630
5173,376,37638,s,15.29,20.5,246.0,183.48,20.94,4034,874,430,167,N,42,N,6,10,1.2.2024,15,0.019333333333333202,79960810884,37638
5174,376,37649,xl,78.75,93.88,1126.56,945.0,22.71,6866,4523,180,854,N,38,N,12,9,1.2.2024,65,0.21153846153846145,79960810884,37649
5175,376,37619,s,20.78,16.03,192.36,249.36,15.64,9041,4205,137,877,Y,76,N,12,19,1.2.2024,15,0.3853333333333333,79960810884,37619
5176,376,37627,s,18.19,18.34,220.07999999999998,218.28000000000003,8.78,8688,138,311,546,Y,71,Y,24,6,1.2.2024,15,0.21266666666666678,79960810884,37627
5177,376,37623,s,12.69,22.49,269.88,152.28,9.68,979,2666,86,675,N,78,Y,24,18,1.2.2024,15,-0.15400000000000003,79960810884,37623
5178,376,37617,xl,76.15,82.78,993.36,913.8000000000001,3.98,3329,3032,212,705,Y,62,Y,24,10,1.2.2024,65,0.17153846153846164,79960810884,37617
5179,376,37604,m,23.5,30.81,369.71999999999997,282.0,2.69,623,4329,416,590,N,63,Y,6,16,1.2.2024,25,-0.06000000000000005,79960810884,37604
5180,376,37608,l,40.43,58.34,700.08,485.15999999999997,17.9,2143,773,407,730,N,52,Y,12,12,1.2.2024,40,0.010750000000000037,79960810884,37608
5181,376,37640,xl,89.39,85.68,1028.16,1072.68,8.87,2125,811,489,883,Y,88,N,6,9,1.2.2024,65,0.37523076923076926,79960810884,37640
5182,376,37634,l,51.19,33.95,407.40000000000003,614.28,6.81,7871,1698,238,166,N,32,N,6,14,1.2.2024,40,0.27974999999999994,79960810884,37634
5183,376,37613,xl,54.73,61.0,732.0,656.76,20.24,9068,467,310,417,Y,28,Y,6,5,1.2.2024,65,-0.15800000000000003,79960810884,37613
5184,376,37656,l,42.99,44.82,537.84,515.88,6.79,5492,2183,426,59,N,20,N,24,3,1.2.2024,40,0.0747500000000001,79960810884,37656
5185,376,37651,l,34.22,56.77,681.24,410.64,22.9,9680,3712,465,324,Y,59,Y,6,22,1.2.2024,40,-0.14450000000000007,79960810884,37651
5186,376,37607,m,36.74,33.51,402.12,440.88,3.65,2835,2776,342,700,Y,10,Y,6,16,1.2.2024,25,0.4696,79960810884,37607
5187,376,37620,m,20.16,28.76,345.12,241.92000000000002,22.82,7291,2867,396,163,Y,49,N,24,4,1.2.2024,25,-0.1936,79960810884,37620
5188,376,37650,xl,87.07,61.98,743.76,1044.84,24.16,1154,4920,181,187,N,31,Y,6,16,1.2.2024,65,0.33953846153846134,79960810884,37650
5189,376,37610,xl,88.27,93.38,1120.56,1059.24,22.64,2112,661,405,561,N,46,Y,6,22,1.2.2024,65,0.3579999999999999,79960810884,37610
5190,376,37609,m,34.91,22.7,272.4,418.91999999999996,1.04,2887,847,149,800,N,22,Y,6,24,1.2.2024,25,0.39639999999999986,79960810884,37609
5191,376,37614,m,21.22,33.26,399.12,254.64,8.02,668,185,323,910,N,96,N,6,19,1.2.2024,25,-0.1512,79960810884,37614
5192,376,37642,xl,52.21,64.76,777.1200000000001,626.52,23.47,8946,2621,357,483,N,48,Y,6,20,1.2.2024,65,-0.1967692307692308,79960810884,37642
5193,376,37626,s,13.49,15.97,191.64000000000001,161.88,17.22,545,1399,61,559,N,33,Y,12,10,1.2.2024,15,-0.10066666666666668,79960810884,37626
5194,376,37645,l,53.14,51.35,616.2,637.6800000000001,12.21,9111,3276,227,393,N,11,Y,6,19,1.2.2024,40,0.3285,79960810884,37645
5195,376,37629,s,14.87,21.07,252.84,178.44,23.83,4143,3155,460,545,Y,20,N,12,24,1.2.2024,15,-0.008666666666666711,79960810884,37629
5196,376,37600,s,12.84,14.03,168.35999999999999,154.07999999999998,17.57,3223,1813,80,309,Y,36,Y,24,17,1.2.2024,15,-0.14400000000000002,79960810884,37600
5197,376,37628,l,38.48,54.0,648.0,461.76,9.68,6127,2653,358,334,N,98,Y,24,12,1.2.2024,40,-0.038000000000000034,79960810884,37628
5198,376,37643,l,51.93,33.56,402.72,623.16,14.29,977,2961,182,372,N,71,N,6,17,1.2.2024,40,0.2982499999999999,79960810884,37643
5199,376,37611,xl,58.8,95.76,1149.1200000000001,705.5999999999999,14.55,4930,214,65,969,N,23,N,12,20,1.2.2024,65,-0.0953846153846154,79960810884,37611
5200,376,37615,l,32.36,44.02,528.24,388.32,16.3,6884,3475,295,421,Y,46,Y,12,9,1.2.2024,40,-0.19100000000000006,79960810884,37615
5201,376,37641,s,19.41,14.81,177.72,232.92000000000002,10.58,7575,2174,206,698,N,61,Y,12,24,1.2.2024,15,0.29400000000000004,79960810884,37641
5202,376,37644,xl,67.12,82.66,991.92,805.44,5.98,4889,3346,348,701,N,29,Y,6,19,1.2.2024,65,0.03261538461538471,79960810884,37644
5203,376,37606,l,53.75,46.85,562.2,645.0,7.35,7065,2063,478,717,Y,54,N,24,18,1.2.2024,40,0.34375,79960810884,37606
